,Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Comparación
633,2016,1,Jujuy,40287,2,40289,20143.5
634,2016,1,La Pampa,65442,487,65929,134.38
635,2016,1,La Rioja,16673,18,16691,926.28
636,2016,1,Mendoza,169257,1,170810,169257.0
637,2016,1,Misiones,92951,7,92958,13278.71
638,2016,1,Neuquén,101969,2,104261,50984.5
639,2016,1,Río Negro,98745,1,99822,98745.0
640,2016,1,Salta,102423,3,102426,34141.0
641,2016,1,San Juan,51373,621,51994,82.73
642,2016,1,San Luis,12915,317,13232,40.74
643,2016,1,Santa Cruz,25931,356,26287,72.84
644,2016,1,Santa Fe,551378,618,551996,892.2
645,2016,1,Santiago Del Estero,37695,3,37698,12565.0
646,2016,1,Tierra Del Fuego,29867,619,30486,48.25
647,2016,1,Tucumán,146596,41,146637,3575.51
648,2015,4,Buenos Aires,2946743,12,2959385,245561.92
649,2015,4,Capital Federal,1360381,9,1370226,151153.44
650,2015,4,Catamarca,26459,13,26472,2035.31
651,2015,4,Chaco,86537,16,86553,5408.56
652,2015,4,Chubut,62279,1,64019,62279.0
653,2015,4,Córdoba,625835,235,626070,2663.13
654,2015,4,Corrientes,85409,26,85435,3284.96
655,2015,4,Entre Ríos,173957,180,174137,966.43
656,2015,4,Formosa,28088,1,28089,28088.0
657,2015,4,Jujuy,39922,2,39924,19961.0
658,2015,4,La Pampa,66054,312,66366,211.71
659,2015,4,La Rioja,16914,18,16932,939.67
660,2015,4,Mendoza,169251,1,170807,169251.0
661,2015,4,Misiones,92846,7,92853,13263.71
662,2015,4,Neuquén,105122,2,107416,52561.0
663,2015,4,Río Negro,98655,1,99722,98655.0
664,2015,4,Salta,101917,3,101920,33972.33
665,2015,4,San Juan,51408,621,52029,82.78
666,2015,4,San Luis,12901,317,13218,40.7
667,2015,4,Santa Cruz,26047,356,26403,73.17
668,2015,4,Santa Fe,561045,627,561672,894.81
669,2015,4,Santiago Del Estero,39132,3,39135,13044.0
670,2015,4,Tierra Del Fuego,29334,619,29953,47.39
671,2015,4,Tucumán,146053,42,146095,3477.45
672,2015,3,Buenos Aires,2916070,12,2928765,243005.83
673,2015,3,Capital Federal,1362193,9,1372068,151354.78
674,2015,3,Catamarca,26080,13,26093,2006.15
675,2015,3,Chaco,85354,16,85370,5334.62
676,2015,3,Chubut,62143,1,63883,62143.0
677,2015,3,Córdoba,622761,237,622998,2627.68
678,2015,3,Corrientes,84931,28,84959,3033.25
679,2015,3,Entre Ríos,172252,182,172434,946.44
680,2015,3,Formosa,27751,1,27752,27751.0
681,2015,3,Jujuy,39548,2,39550,19774.0
682,2015,3,La Pampa,64976,495,65471,131.26
683,2015,3,La Rioja,16753,18,16771,930.72
684,2015,3,Mendoza,169261,1,170823,169261.0
685,2015,3,Misiones,91615,7,91622,13087.86
686,2015,3,Neuquén,98376,2,100616,49188.0
687,2015,3,Río Negro,98529,1,99614,98529.0
688,2015,3,Salta,100570,3,100573,33523.33
689,2015,3,San Juan,51409,621,52030,82.78
690,2015,3,San Luis,12902,317,13219,40.7
691,2015,3,Santa Cruz,25912,359,26271,72.18
692,2015,3,Santa Fe,556097,641,556738,867.55
693,2015,3,Santiago Del Estero,39394,3,39397,13131.33
694,2015,3,Tierra Del Fuego,33118,619,33737,53.5
695,2015,3,Tucumán,144272,42,144314,3435.05
696,2015,2,Buenos Aires,2871079,12,2883790,239256.58
697,2015,2,Capital Federal,1336391,9,1346284,148487.89
698,2015,2,Catamarca,25666,13,25679,1974.31
699,2015,2,Chaco,83832,16,83848,5239.5
700,2015,2,Chubut,61745,1,63485,61745.0
701,2015,2,Córdoba,609510,236,609746,2582.67
702,2015,2,Corrientes,83288,28,83316,2974.57
703,2015,2,Entre Ríos,169309,183,169492,925.19
704,2015,2,Formosa,27013,37,27050,730.08
705,2015,2,Jujuy,37720,2,37722,18860.0
706,2015,2,La Pampa,63552,500,64052,127.1
707,2015,2,La Rioja,16491,18,16509,916.17
708,2015,2,Mendoza,169259,1,170823,169259.0
709,2015,2,Misiones,88512,7,88519,12644.57
710,2015,2,Neuquén,95644,2,97885,47822.0
711,2015,2,Río Negro,97640,1,98727,97640.0
712,2015,2,Salta,98264,3,98267,32754.67
713,2015,2,San Juan,51367,621,51988,82.72
714,2015,2,San Luis,12904,317,13221,40.71
715,2015,2,Santa Cruz,25384,379,25763,66.98
716,2015,2,Santa Fe,545739,649,546388,840.89
717,2015,2,Santiago Del Estero,39375,3,39378,13125.0
718,2015,2,Tierra Del Fuego,32960,619,33579,53.25
719,2015,2,Tucumán,140635,42,140677,3348.45
720,2015,1,Buenos Aires,2847076,14,2861842,203362.57
721,2015,1,Capital Federal,1321139,11,1332721,120103.55
722,2015,1,Catamarca,25312,20,25332,1265.6
723,2015,1,Chaco,81329,31,81360,2623.52
724,2015,1,Chubut,63327,1,65273,63327.0
725,2015,1,Córdoba,596663,294,596957,2029.47
726,2015,1,Corrientes,81488,43,81531,1895.07
727,2015,1,Entre Ríos,165839,231,166070,717.92
728,2015,1,Formosa,26657,43,26700,619.93
729,2015,1,Jujuy,36608,3,36611,12202.67
730,2015,1,La Pampa,62155,542,62697,114.68
731,2015,1,La Rioja,16310,23,16333,709.13
732,2015,1,Mendoza,168355,1,170160,168355.0
733,2015,1,Misiones,85139,7,85146,12162.71
734,2015,1,Neuquén,93373,2,95742,46686.5
735,2015,1,Río Negro,96145,1,97333,96145.0
736,2015,1,Salta,96793,18,96811,5377.39
737,2015,1,San Juan,51117,702,51819,72.82
738,2015,1,San Luis,12878,354,13232,36.38
739,2015,1,Santa Cruz,26217,424,26641,61.83
740,2015,1,Santa Fe,535640,797,536437,672.07
741,2015,1,Santiago Del Estero,39244,8,39252,4905.5
742,2015,1,Tierra Del Fuego,32726,730,33456,44.83
743,2015,1,Tucumán,138184,92,138276,1502.0
744,2014,4,Buenos Aires,2801178,15,2816407,186745.2
745,2014,4,Capital Federal,1318526,11,1330520,119866.0
746,2014,4,Catamarca,25472,21,25493,1212.95
747,2014,4,Chaco,65998,37,66035,1783.73
748,2014,4,Chubut,66557,1,68542,66557.0
749,2014,4,Córdoba,590113,319,590432,1849.88
750,2014,4,Corrientes,65656,54,65710,1215.85
751,2014,4,Entre Ríos,140567,246,140813,571.41
752,2014,4,Formosa,26156,51,26207,512.86
753,2014,4,Jujuy,35999,3,36002,11999.67
754,2014,4,La Pampa,56813,567,57380,100.2
755,2014,4,La Rioja,16379,23,16402,712.13
756,2014,4,Mendoza,167766,1,169614,167766.0
757,2014,4,Misiones,77222,7,77229,11031.71
758,2014,4,Neuquén,92999,2,95396,46499.5
759,2014,4,Río Negro,95050,1,96260,95050.0
760,2014,4,Salta,93921,26,93947,3612.35
761,2014,4,San Juan,51390,729,52119,70.49
762,2014,4,San Luis,12788,359,13147,35.62
763,2014,4,Santa Cruz,25277,436,25713,57.97
764,2014,4,Santa Fe,528459,938,529397,563.39
765,2014,4,Santiago Del Estero,39308,9,39317,4367.56
766,2014,4,Tierra Del Fuego,28249,741,28990,38.12
767,2014,4,Tucumán,137329,95,137424,1445.57
768,2014,3,Buenos Aires,2835537,14,2849565,202538.36
769,2014,3,Capital Federal,1307195,10,1317825,130719.5
770,2014,3,Catamarca,24665,21,24686,1174.52
771,2014,3,Chaco,63710,36,63746,1769.72
772,2014,3,Chubut,67130,2,69137,33565.0
773,2014,3,Córdoba,585231,200,585431,2926.16
774,2014,3,Corrientes,63516,33,63549,1924.73
775,2014,3,Entre Ríos,136618,115,136733,1187.98
776,2014,3,Formosa,25873,64,25937,404.27
777,2014,3,Jujuy,33739,2,33741,16869.5
778,2014,3,La Pampa,61861,564,62425,109.68
779,2014,3,La Rioja,15893,23,15916,691.0
780,2014,3,Mendoza,166184,1,167924,166184.0
781,2014,3,Misiones,75327,0,75327,inf
782,2014,3,Neuquén,100099,2,102367,50049.5
783,2014,3,Río Negro,96629,1,97780,96629.0
784,2014,3,Salta,92929,25,92954,3717.16
785,2014,3,San Juan,51031,748,51779,68.22
786,2014,3,San Luis,12683,363,13046,34.94
787,2014,3,Santa Cruz,25664,446,26110,57.54
788,2014,3,Santa Fe,520196,691,520887,752.82
789,2014,3,Santiago Del Estero,37539,9,37548,4171.0
790,2014,3,Tierra Del Fuego,28037,755,28792,37.14
791,2014,3,Tucumán,131978,88,132066,1499.75
792,2014,2,Buenos Aires,2750430,14,2764546,196459.29
793,2014,2,Capital Federal,1299502,10,1310215,129950.2
794,2014,2,Catamarca,24660,23,24683,1072.17
795,2014,2,Chaco,63243,36,63279,1756.75
796,2014,2,Chubut,68503,2,70519,34251.5
797,2014,2,Córdoba,576747,205,576952,2813.4
798,2014,2,Corrientes,62925,33,62958,1906.82
799,2014,2,Entre Ríos,135468,115,135583,1177.98
800,2014,2,Formosa,25535,65,25600,392.85
801,2014,2,Jujuy,34359,2,34361,17179.5
802,2014,2,La Pampa,55048,580,55628,94.91
803,2014,2,La Rioja,15889,23,15912,690.83
804,2014,2,Mendoza,165046,1,166807,165046.0
805,2014,2,Misiones,74689,0,74689,inf
806,2014,2,Neuquén,90053,2,92288,45026.5
807,2014,2,Río Negro,94812,1,95957,94812.0
808,2014,2,Salta,91949,25,91974,3677.96
809,2014,2,San Juan,50891,755,51646,67.41
810,2014,2,San Luis,12691,364,13055,34.87
811,2014,2,Santa Cruz,26710,459,27169,58.19
812,2014,2,Santa Fe,511753,605,512358,845.87
813,2014,2,Santiago Del Estero,38002,9,38011,4222.44
814,2014,2,Tierra Del Fuego,27443,766,28209,35.83
815,2014,2,Tucumán,131981,88,132069,1499.78
816,2014,1,Buenos Aires,2725732,14,2739876,194695.14
817,2014,1,Capital Federal,1289204,10,1299918,128920.4
818,2014,1,Catamarca,24209,23,24232,1052.57
819,2014,1,Chaco,62520,36,62556,1736.67
820,2014,1,Chubut,68205,2,70221,34102.5
821,2014,1,Córdoba,566705,205,566910,2764.41
822,2014,1,Corrientes,62203,33,62236,1884.94
823,2014,1,Entre Ríos,134216,115,134331,1167.1
824,2014,1,Formosa,25335,87,25422,291.21
825,2014,1,Jujuy,33825,2,33827,16912.5
826,2014,1,La Pampa,53601,592,54193,90.54
827,2014,1,La Rioja,15688,23,15711,682.09
828,2014,1,Mendoza,164084,1,165845,164084.0
829,2014,1,Misiones,73950,0,73950,inf
830,2014,1,Neuquén,88077,2,90380,44038.5
831,2014,1,Río Negro,93909,1,95066,93909.0
832,2014,1,Salta,91265,25,91290,3650.6
833,2014,1,San Juan,50543,755,51298,66.94
834,2014,1,San Luis,12193,364,12557,33.5
835,2014,1,Santa Cruz,26304,460,26764,57.18
836,2014,1,Santa Fe,506000,612,506612,826.8
837,2014,1,Santiago Del Estero,37124,9,37133,4124.89
838,2014,1,Tierra Del Fuego,27272,766,28038,35.6
839,2014,1,Tucumán,129944,88,130032,1476.64
