,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OtrasMediciones,TotalMediciones
342,2019,1,corrientes,10,6470,38402,26562,15498,9688,5029,0.0,101659
343,2019,1,entre ríos,18,9217,107013,50068,28957,18146,7619,12142.0,233180
344,2019,1,formosa,1110,3023,23085,5301,9027,2099,1654,0.0,45299
345,2019,1,jujuy,27,2817,30727,7811,4021,30,1141,37162.0,83736
346,2019,1,la pampa,236,8327,70538,4466,1061,1354,405,698.0,87085
347,2019,1,la rioja,9,1169,40285,4088,5216,17,869,0.0,51653
348,2019,1,mendoza,20,1786,205383,2837,5702,111,140,0.0,215979
349,2019,1,misiones,47,5946,45266,25890,19111,16552,5167,7654.0,125633
350,2019,1,neuquén,1328,3055,52360,1781,21452,17135,11026,6105.0,114242
351,2019,1,río negro,384,1583,84845,2037,13615,9567,5076,3719.0,120826
352,2019,1,salta,49,4232,59244,36473,22910,10861,2242,1.0,136012
353,2019,1,san juan,22,229,62380,266,520,3,2,560.0,63982
354,2019,1,san luis,57,120,21380,53214,345,6,2,23577.0,98701
355,2019,1,santa cruz,25,128,21990,2731,702,26,4,0.0,25606
356,2019,1,santa fe,333,29350,296798,122959,153212,74575,36502,18591.0,732320
357,2019,1,santiago del estero,39,3372,62895,20691,3959,85,494,0.0,91535
358,2019,1,tierra del fuego,6,131,38851,3623,641,80,29,0.0,43361
359,2019,1,tucumán,16,5188,82240,42877,26210,847,14839,0.0,172217
360,2018,4,buenos aires,134673,73761,1422463,194426,577679,949093,265386,19125.0,3636606
361,2018,4,capital federal,74,7388,283281,143309,330496,437662,186810,0.0,1389020
362,2018,4,catamarca,34,1669,17955,6425,5461,29,7,2003.0,33583
363,2018,4,chaco,69,3405,36437,25633,18965,12393,6368,0.0,103270
364,2018,4,chubut,66,3917,66061,6215,531,623,165,1144.0,78722
365,2018,4,córdoba,81,24102,228475,97277,201639,128053,48809,8903.0,737339
366,2018,4,corrientes,10,6438,37376,26562,15498,9688,5029,0.0,100601
367,2018,4,entre ríos,18,8769,94780,50027,29002,18146,7612,13693.0,222047
368,2018,4,formosa,1110,3074,22962,5285,9027,2092,1654,0.0,45204
369,2018,4,jujuy,27,2803,30727,7811,4021,30,1141,43573.0,90133
370,2018,4,la pampa,241,7727,70508,3661,978,1328,270,923.0,85636
371,2018,4,la rioja,9,1164,40285,4088,5216,17,869,3.0,51651
372,2018,4,mendoza,20,1463,197450,2494,4726,19,132,0.0,206304
373,2018,4,misiones,47,5981,43267,26019,19226,16566,5167,0.0,116273
374,2018,4,neuquén,1328,3044,52313,1781,21452,17135,11025,6287.0,114365
375,2018,4,río negro,384,1225,83412,643,13440,9569,5070,3094.0,116837
376,2018,4,salta,49,3659,58492,36365,22910,10861,2242,0.0,134578
377,2018,4,san juan,22,1465,59811,180,312,1,1,606.0,62398
378,2018,4,san luis,57,109,19164,53183,119,62,2,23635.0,96331
379,2018,4,santa cruz,25,115,23107,779,206,1,4,531.0,24768
380,2018,4,santa fe,335,31397,276301,121009,152039,74432,36427,28450.0,720390
381,2018,4,santiago del estero,39,3250,61347,20127,3686,77,483,326.0,89335
382,2018,4,tierra del fuego,6,27,29919,6323,9894,24,67,0.0,46260
383,2018,4,tucumán,16,5244,82089,42766,26111,847,14839,92.0,172004
384,2018,3,buenos aires,991,80459,1445733,190805,636090,897964,237248,120464.0,3609754
385,2018,3,capital federal,73,8493,287919,147253,370677,415020,165055,0.0,1394490
386,2018,3,catamarca,34,1994,18475,6358,5320,34,7,2151.0,34373
387,2018,3,chaco,70,3503,38729,24916,20335,11085,5667,1035.0,105340
388,2018,3,chubut,67,3951,91096,6162,531,623,164,0.0,102594
389,2018,3,córdoba,81,24767,224471,96372,221984,109333,39854,6490.0,723352
390,2018,3,corrientes,11,6754,38364,24953,16601,8357,4419,0.0,99459
391,2018,3,entre ríos,18,9048,96095,45651,31353,15111,6786,0.0,204062
392,2018,3,formosa,1110,3365,22624,5259,9336,1729,1434,0.0,44857
393,2018,3,jujuy,345,3020,29048,7756,4066,39,623,0.0,44897
394,2018,3,la pampa,242,8417,68507,3153,920,1189,216,698.0,83342
395,2018,3,la rioja,9,1291,40647,4138,5425,20,339,0.0,51869
396,2018,3,mendoza,20,1525,199297,2476,4727,27,129,0.0,208201
397,2018,3,misiones,48,5749,39617,24747,21212,14674,4547,0.0,110594
398,2018,3,neuquén,1396,2244,55822,1647,23785,15218,9718,6105.0,115935
399,2018,3,río negro,409,5221,75929,512,14912,8470,4332,3719.0,113504
400,2018,3,salta,116,3721,61795,32782,25582,9224,502,0.0,133722
401,2018,3,san juan,22,1326,62525,180,312,3,1,0.0,64369
402,2018,3,san luis,57,109,19170,52940,119,63,2,1902.0,74362
403,2018,3,santa cruz,26,116,32815,778,206,1,3,0.0,33945
404,2018,3,santa fe,467,36786,269211,115907,162545,62479,31266,13911.0,692572
405,2018,3,santiago del estero,41,2550,60260,19116,3806,64,265,0.0,86102
406,2018,3,tierra del fuego,6,187,41569,2270,231,24,13,0.0,44300
407,2018,3,tucumán,16,5993,81559,43282,27062,941,12187,0.0,171040
408,2018,2,buenos aires,1009,81354,1459443,295457,816056,536049,199589,113357.0,3502314
409,2018,2,capital federal,73,9234,290291,219166,445345,264805,142253,0.0,1371167
410,2018,2,catamarca,34,2414,14624,6112,4347,36,6,6500.0,34073
411,2018,2,chaco,70,2968,34167,24282,21887,9251,4630,1035.0,98290
412,2018,2,chubut,67,4471,85598,5369,4,5,9,5010.0,100533
413,2018,2,córdoba,81,21779,219630,102596,244291,78852,34950,8110.0,710289
414,2018,2,corrientes,11,7047,38268,24066,17926,6780,3862,0.0,97960
415,2018,2,entre ríos,18,8179,94459,44570,34281,12012,5920,0.0,199439
416,2018,2,formosa,1110,3568,22409,5176,9727,1313,1243,0.0,44546
417,2018,2,jujuy,345,3320,29319,8083,3977,44,7,0.0,45095
418,2018,2,la pampa,244,8797,68083,2409,965,969,179,698.0,82344
419,2018,2,la rioja,9,1384,40679,4198,5640,20,15,0.0,51945
420,2018,2,mendoza,20,1658,164596,515,266,17,72,33788.0,200932
421,2018,2,misiones,48,6092,39489,23569,23747,11888,3866,0.0,108699
422,2018,2,neuquén,1396,2408,56035,1314,26417,12442,8551,6105.0,114668
423,2018,2,río negro,409,5298,75056,523,16480,6663,3725,3975.0,112129
424,2018,2,salta,116,3990,61763,33285,28431,7239,182,0.0,135006
425,2018,2,san juan,22,1378,57591,11,0,3,0,5068.0,64073
426,2018,2,san luis,57,101,11992,11,0,7,2,9284.0,21454
427,2018,2,santa cruz,26,120,28600,655,100,1,3,4267.0,33772
428,2018,2,santa fe,744,34267,262603,112143,175540,50525,26512,22257.0,684591
429,2018,2,santiago del estero,41,2717,41362,18721,3278,31,31,17589.0,83770
430,2018,2,tierra del fuego,6,188,40912,2217,75,0,0,107.0,43505
431,2018,2,tucumán,16,6735,79899,44968,27059,1084,8784,1305.0,169850
432,2018,1,buenos aires,1514,74766,1445752,292732,886678,480237,184203,105818.0,3471700
433,2018,1,capital federal,89,10039,292566,222737,487826,227953,127384,0.0,1368594
434,2018,1,catamarca,34,2896,14770,6145,3539,41,4,6500.0,33929
435,2018,1,chaco,70,3261,32516,24488,23296,8219,3897,1035.0,96782
436,2018,1,chubut,67,4314,83161,5358,4,5,9,5010.0,97928
437,2018,1,córdoba,281,23922,222815,104300,266259,57137,29228,10049.0,713991
438,2018,1,corrientes,11,5005,37152,24038,19068,5890,3256,0.0,94420
439,2018,1,entre ríos,18,8861,90080,45599,37401,9818,5071,0.0,196848
440,2018,1,formosa,1110,3803,10092,5117,10061,1091,1046,0.0,32320
441,2018,1,jujuy,345,4807,27219,8044,3925,49,4,0.0,44393
442,2018,1,la pampa,245,8119,67104,1616,1076,614,98,3503.0,82375
443,2018,1,la rioja,9,1485,40680,4217,5831,19,1,0.0,52242
444,2018,1,mendoza,20,1662,164599,501,266,19,72,33788.0,200927
445,2018,1,misiones,48,4700,35820,23291,26223,10241,3219,0.0,103542
446,2018,1,neuquén,1396,2367,59468,1311,29012,9709,7378,6105.0,116746
447,2018,1,río negro,409,5333,74894,530,17997,4972,3129,3975.0,111239
448,2018,1,salta,116,4459,60334,33088,30771,5145,88,0.0,134001
449,2018,1,san juan,22,1058,57078,11,0,3,0,5068.0,63240
450,2018,1,san luis,57,101,11920,11,0,7,2,9284.0,21382
451,2018,1,santa cruz,26,120,28600,655,100,1,3,4267.0,33772
452,2018,1,santa fe,1359,33639,262008,108576,188900,39589,22801,23181.0,680053
453,2018,1,santiago del estero,41,2910,41298,18914,3449,33,2,17589.0,84236
454,2018,1,tierra del fuego,6,307,33987,2,0,0,0,107.0,34409
455,2018,1,tucumán,16,7472,78811,45675,26405,1218,7082,1305.0,167984
456,2017,4,buenos aires,3865,55046,1551194,264645,712513,335140,151747,114182.0,3188332
457,2017,4,capital federal,314,31411,517018,284040,458120,178396,114939,0.0,1584238
458,2017,4,catamarca,34,3182,15315,5904,2927,43,2,2151.0,29558
459,2017,4,chaco,70,3432,37144,24088,20123,7290,3289,1035.0,96471
460,2017,4,chubut,67,4313,83676,5355,7,5,9,0.0,93432
461,2017,4,córdoba,291,25411,280837,102892,217602,40898,24251,8429.0,700611
462,2017,4,corrientes,11,5220,41080,23686,16046,5053,2675,0.0,93771
463,2017,4,entre ríos,1685,9078,95466,45189,30010,7958,4113,0.0,193499
464,2017,4,formosa,1110,4061,13220,4867,6996,977,824,0.0,32055
465,2017,4,jujuy,345,5364,26566,7721,3507,44,3,0.0,43550
466,2017,4,la pampa,310,8729,66053,1227,792,391,81,3503.0,81086
467,2017,4,la rioja,9,1488,40777,4083,5813,22,3,0.0,52195
468,2017,4,mendoza,26,1656,177646,438,278,29,81,0.0,180154
469,2017,4,misiones,1053,3900,41723,23131,22262,9091,2735,0.0,103895
470,2017,4,neuquén,1396,2372,68036,1325,22781,7528,6300,6105.0,115843
471,2017,4,río negro,409,5598,81078,485,12502,3447,2440,3719.0,109678
472,2017,4,salta,636,4275,73284,32842,18968,3559,84,0.0,133648
473,2017,4,san juan,22,1062,57525,9,0,2,2,0.0,58622
474,2017,4,san luis,59,101,12822,8,0,1,7,1902.0,14900
475,2017,4,santa cruz,68,78,29073,655,100,1,3,0.0,29978
476,2017,4,santa fe,3109,34132,309998,108939,151329,30736,19602,14119.0,671964
477,2017,4,santiago del estero,41,3091,43544,18773,3359,32,2,0.0,68842
478,2017,4,tierra del fuego,6,310,31334,2,0,0,0,0.0,31652
479,2017,4,tucumán,105,8164,78750,45241,24318,1303,4367,0.0,162248
480,2017,3,buenos aires,6577,51411,1733479,311652,676137,140812,108400,0.0,3028468
481,2017,3,capital federal,283,33924,590689,311411,426300,120675,91917,0.0,1575199
482,2017,3,catamarca,52,3204,15383,5758,2563,50,1,0.0,27011
483,2017,3,chaco,95,3496,40059,23008,20307,3827,2004,0.0,92796
484,2017,3,chubut,436,3989,71843,2336,3,0,0,0.0,78607
485,2017,3,córdoba,327,26154,309161,100113,189302,38131,16741,0.0,679929
486,2017,3,corrientes,24,5629,44305,22785,15576,2635,1607,0.0,92561
487,2017,3,entre ríos,1691,7545,98032,42947,29011,3878,2397,0.0,185501
488,2017,3,formosa,1063,3716,13752,5187,6056,899,459,0.0,31132
489,2017,3,jujuy,337,5723,26835,7369,2962,41,2,0.0,43269
490,2017,3,la pampa,343,8244,64794,855,588,327,51,0.0,75202
491,2017,3,la rioja,16,1497,40882,3899,5604,23,3,0.0,51924
492,2017,3,mendoza,32,95,158461,115,67,29,19,0.0,158818
493,2017,3,misiones,1058,4123,42900,22808,23913,3843,1881,0.0,100526
494,2017,3,neuquén,2036,1457,72532,1034,20213,7067,4937,0.0,109276
495,2017,3,río negro,422,5641,83900,306,10116,2965,1659,0.0,105009
496,2017,3,salta,645,4494,78830,32433,14620,2315,63,0.0,133400
497,2017,3,san juan,31,1077,57582,1,0,2,2,0.0,58695
498,2017,3,san luis,63,3,12325,7,0,1,7,0.0,12406
499,2017,3,santa cruz,188,23,29102,542,66,33,1,0.0,29955
500,2017,3,santa fe,3116,34019,320017,104453,125339,24536,12982,0.0,624462
501,2017,3,santiago del estero,69,3288,40435,18489,3047,30,2,0.0,65360
502,2017,3,tierra del fuego,9,297,33858,0,0,0,0,0.0,34164
503,2017,3,tucumán,109,8948,83070,45302,20514,1361,655,0.0,159959
504,2017,2,buenos aires,7548,47472,1910156,299009,573298,93059,46178,0.0,2976720
505,2017,2,capital federal,556,35663,726223,304970,378571,80234,37977,0.0,1564194
506,2017,2,catamarca,15,3318,15655,5325,2342,47,1,0.0,26703
507,2017,2,chaco,191,3733,42590,22349,18044,3157,545,0.0,90609
508,2017,2,chubut,403,4186,73760,1880,0,0,0,0.0,80229
509,2017,2,córdoba,251,26862,370865,88479,146683,20351,5069,0.0,658560
510,2017,2,corrientes,15,5912,46483,21776,13043,2218,647,0.0,90094
511,2017,2,entre ríos,1680,7944,104422,41800,23524,2604,823,0.0,182797
512,2017,2,formosa,1486,3419,14787,4795,4583,749,139,0.0,29958
513,2017,2,jujuy,311,5877,26915,6974,2538,42,1,0.0,42658
514,2017,2,la pampa,356,8633,59045,558,336,244,21,0.0,69193
515,2017,2,la rioja,9,1554,9304,3599,1796,24,2,0.0,16288
516,2017,2,mendoza,109,24,177203,92,50,5,22,0.0,177505
517,2017,2,misiones,1011,4447,47244,22033,21599,2892,570,0.0,99796
518,2017,2,neuquén,1542,1395,81272,849,18051,4774,1703,0.0,109586
519,2017,2,río negro,973,5606,88085,245,7990,1921,559,0.0,105379
520,2017,2,salta,594,4719,67576,23185,11333,1068,76,0.0,108551
521,2017,2,san juan,15,193,58588,0,0,0,4,0.0,58800
522,2017,2,san luis,8,4,14014,0,0,1,2,0.0,14029
523,2017,2,santa cruz,188,24,30913,541,66,33,0,0.0,31765
524,2017,2,santa fe,4967,38721,311830,92854,97563,16794,4275,0.0,567004
525,2017,2,santiago del estero,26,3539,20384,6432,2802,16,0,0.0,33199
526,2017,2,tierra del fuego,16,285,35409,0,0,0,0,0.0,35710
527,2017,2,tucumán,96,9236,83342,42536,17788,1371,21,0.0,154390
528,2017,1,buenos aires,6017,83918,2057698,402315,523540,90937,22299,0.0,3186724
529,2017,1,capital federal,510,1409,678922,218487,277195,66536,19881,0.0,1262940
530,2017,1,catamarca,15,3328,15861,4901,2161,49,0,0.0,26315
531,2017,1,chaco,191,3835,44544,21467,15671,3025,314,0.0,89047
532,2017,1,chubut,401,4182,73759,1808,0,0,0,0.0,80150
533,2017,1,córdoba,50,28732,391556,82011,118643,19035,2071,0.0,642098
534,2017,1,corrientes,15,6040,48149,20586,11468,2044,303,0.0,88605
535,2017,1,entre ríos,1680,8080,108379,39146,20562,2254,317,0.0,180418
536,2017,1,formosa,1535,3538,15473,4446,4058,635,22,0.0,29707
537,2017,1,jujuy,330,6213,27824,6486,2306,44,0,0.0,43203
538,2017,1,la pampa,362,9279,57739,331,192,165,11,0.0,68079
539,2017,1,la rioja,9,1578,9486,3409,1718,22,2,0.0,16224
540,2017,1,mendoza,106,15,177201,86,50,5,22,0.0,177485
541,2017,1,misiones,1010,4665,45950,23847,19356,2627,166,0.0,97621
542,2017,1,neuquén,1547,1418,83813,902,15130,4223,458,0.0,107491
543,2017,1,río negro,986,5647,89622,246,6738,1594,200,0.0,105033
544,2017,1,salta,579,4861,70922,21554,9386,267,74,0.0,107643
545,2017,1,san juan,8,192,58588,0,0,0,4,0.0,58792
546,2017,1,san luis,8,4,14014,0,0,1,2,0.0,14029
547,2017,1,santa cruz,190,23,31078,474,68,30,0,0.0,31863
548,2017,1,santa fe,4966,39463,340418,77152,83008,15775,1831,0.0,562613
549,2017,1,santiago del estero,26,3772,21659,6218,2786,17,0,0.0,34478
550,2017,1,tierra del fuego,16,285,35409,0,0,0,0,0.0,35710
551,2017,1,tucumán,96,9682,86470,39155,15951,1383,13,0.0,152750
552,2016,4,buenos aires,6055,86281,2085605,403575,467398,72348,17279,0.0,3138541
553,2016,4,capital federal,517,1477,704324,225723,264582,53506,16756,0.0,1266885
554,2016,4,catamarca,15,3478,16519,4889,2077,54,0,0.0,27032
555,2016,4,chaco,191,3983,45634,21323,14887,2586,250,0.0,88854
556,2016,4,chubut,401,4493,73951,1352,0,0,0,0.0,80197
557,2016,4,córdoba,50,29380,404645,77966,108368,15458,1606,0.0,637473
558,2016,4,corrientes,15,6109,48995,20187,10908,1645,234,0.0,88093
559,2016,4,entre ríos,1680,8253,110296,38491,19509,1801,280,0.0,180310
560,2016,4,formosa,1573,3519,15791,4114,3855,649,17,0.0,29518
561,2016,4,jujuy,303,6225,27778,6143,2134,43,0,0.0,42626
562,2016,4,la pampa,368,9789,56694,16,335,132,11,0.0,67345
563,2016,4,la rioja,9,1646,9635,3334,1675,13,3,0.0,16315
564,2016,4,mendoza,114,16,177194,79,49,5,20,0.0,177477
565,2016,4,misiones,1010,4783,47454,23433,18371,2215,126,0.0,97392
566,2016,4,neuquén,1539,1406,84859,792,14153,3073,271,0.0,106093
567,2016,4,río negro,998,2953,92967,248,6317,1174,122,0.0,104779
568,2016,4,salta,577,5027,71636,20787,8611,239,70,0.0,106947
569,2016,4,san juan,8,220,58608,0,0,0,4,0.0,58840
570,2016,4,san luis,8,4,14014,0,0,1,2,0.0,14029
571,2016,4,santa cruz,189,23,31369,342,80,10,0,0.0,32013
572,2016,4,santa fe,4966,40102,349722,74401,77667,13155,1529,0.0,561542
573,2016,4,santiago del estero,26,3925,22246,6178,2664,15,0,0.0,35054
574,2016,4,tierra del fuego,16,285,35409,0,0,0,0,0.0,35710
575,2016,4,tucumán,96,10021,87994,37721,14389,1400,10,0.0,151631
576,2016,3,buenos aires,5856,107945,2148475,393530,399116,52900,13318,0.0,3121140
577,2016,3,capital federal,331,995,759028,208249,240856,38341,13886,0.0,1261686
578,2016,3,catamarca,15,4038,16183,4845,1853,50,0,0.0,26984
579,2016,3,chaco,190,5227,46821,21193,13746,2022,217,0.0,89416
580,2016,3,chubut,466,5190,74375,674,0,0,0,0.0,80705
581,2016,3,córdoba,48,41329,415075,75988,99225,11691,1322,0.0,644678
582,2016,3,corrientes,15,7425,49471,19956,10006,1263,210,0.0,88346
583,2016,3,entre ríos,1768,10657,110844,38665,17737,1307,248,0.0,181226
584,2016,3,formosa,1723,4277,15581,3964,3658,648,10,0.0,29861
585,2016,3,jujuy,286,6878,27425,5943,1978,31,0,0.0,42541
586,2016,3,la pampa,374,10187,55792,15,224,114,11,0.0,66717
587,2016,3,la rioja,9,2349,9686,3316,1562,11,2,0.0,16935
588,2016,3,mendoza,37,10,178186,73,48,5,17,0.0,178376
589,2016,3,misiones,1010,6030,48871,23394,17043,1559,91,0.0,97998
590,2016,3,neuquén,1531,1527,87404,680,12541,2118,225,0.0,106026
591,2016,3,río negro,1007,6026,90689,207,5953,790,99,0.0,104771
592,2016,3,salta,1107,6922,71214,20229,8099,197,50,0.0,107818
593,2016,3,san juan,8,245,58577,0,0,0,2,0.0,58832
594,2016,3,san luis,7,4,14077,0,0,1,2,0.0,14091
595,2016,3,santa cruz,189,22,31904,221,52,9,0,0.0,32397
596,2016,3,santa fe,3958,49501,360606,72657,69864,10210,1308,0.0,568104
597,2016,3,santiago del estero,26,5097,22747,6216,2497,9,0,0.0,36592
598,2016,3,tierra del fuego,16,285,35080,0,0,0,0,0.0,35381
599,2016,3,tucumán,127,12247,87970,36518,13150,1288,4,0.0,151304
600,2016,2,buenos aires,10786,133385,2250898,335296,334723,31494,11933,0.0,3108515
601,2016,2,capital federal,4352,1736,859039,146091,213010,19597,13477,0.0,1257302
602,2016,2,catamarca,15,5736,14742,4567,1496,47,1,0.0,26604
603,2016,2,chaco,197,8063,45823,20346,12090,1571,201,0.0,88291
604,2016,2,chubut,572,5421,73078,775,0,0,0,0.0,79846
605,2016,2,córdoba,258,57050,437547,71980,82618,8355,1242,0.0,659050
606,2016,2,corrientes,41,10018,47916,19200,8851,803,191,0.0,87020
607,2016,2,entre ríos,4734,16368,115000,36917,15522,849,205,0.0,189595
608,2016,2,formosa,1675,5401,14370,3569,3218,593,10,0.0,28836
609,2016,2,jujuy,2561,8292,25301,5589,1750,3,0,0.0,43496
610,2016,2,la pampa,429,10616,63928,15,119,96,11,0.0,75214
611,2016,2,la rioja,10,3151,9043,3190,1344,3,5,0.0,16746
612,2016,2,mendoza,437,30,176922,61,44,5,20,0.0,177519
613,2016,2,misiones,1973,7899,49586,21385,14820,1073,96,0.0,96832
614,2016,2,neuquén,1916,1691,88854,583,10241,1285,208,0.0,104778
615,2016,2,río negro,1189,6107,92158,194,4877,520,86,0.0,105131
616,2016,2,salta,2160,10123,70875,18759,7129,140,49,0.0,109235
617,2016,2,san juan,10,273,57589,0,0,0,4,0.0,57876
618,2016,2,san luis,12,4,13931,0,0,1,2,0.0,13950
619,2016,2,santa cruz,244,26,31995,142,20,0,0,0.0,32427
620,2016,2,santa fe,9486,67325,374960,68505,60469,6509,1277,0.0,588531
621,2016,2,santiago del estero,704,6705,22208,5943,2108,1,0,0.0,37669
622,2016,2,tierra del fuego,16,286,38773,0,0,0,0,0.0,39075
623,2016,2,tucumán,231,18515,83945,33891,11310,1032,2,0.0,148926
624,2016,1,buenos aires,7351,97880,2214760,289929,247372,8315,9529,0.0,2875136
625,2016,1,capital federal,2310,43686,869048,178665,192644,6577,10838,0.0,1303768
626,2016,1,catamarca,15,6102,14653,4241,1334,42,1,0.0,26388
627,2016,1,chaco,194,8755,46304,19388,10587,1238,184,0.0,86650
628,2016,1,chubut,94,5095,72396,1066,0,0,0,0.0,78651
629,2016,1,córdoba,148,59484,414452,65763,66455,4143,1039,0.0,611484
630,2016,1,corrientes,29,10690,47833,18375,7911,526,170,0.0,85534
631,2016,1,entre ríos,2864,17749,104137,35104,14057,457,165,0.0,174533
632,2016,1,formosa,1738,5731,14163,3229,2906,544,5,0.0,28316
633,2016,1,jujuy,2543,8558,22383,5188,1623,0,0,0.0,40295
634,2016,1,la pampa,426,11065,52117,15,78,71,11,0.0,63783
635,2016,1,la rioja,10,3382,9060,2980,1254,2,3,0.0,16691
636,2016,1,mendoza,235,21,175376,47,43,5,17,0.0,175744
637,2016,1,misiones,959,8502,50061,19195,13363,779,68,0.0,92927
638,2016,1,neuquén,1720,1737,86310,479,7893,143,171,0.0,98453
639,2016,1,río negro,1171,6105,90038,203,4246,77,81,0.0,101921
640,2016,1,salta,1119,10765,65646,17748,6643,119,31,0.0,102071
641,2016,1,san juan,9,309,56447,0,0,0,2,0.0,56767
642,2016,1,san luis,8,4,13645,0,0,1,2,0.0,13660
643,2016,1,santa cruz,168,29,32188,8,0,0,0,0.0,32393
644,2016,1,santa fe,6492,71565,353525,64117,51293,3754,1063,0.0,551809
645,2016,1,santiago del estero,703,7219,22805,5769,1898,0,0,0.0,38394
646,2016,1,tierra del fuego,16,285,33003,0,0,0,0,0.0,33304
647,2016,1,tucumán,106,20092,84008,31490,10046,871,0,0.0,146613
648,2015,4,buenos aires,7985,100303,2253197,274560,240188,3835,8180,0.0,2888246
649,2015,4,capital federal,2417,46568,916813,172029,198635,3087,10899,0.0,1350450
650,2015,4,catamarca,15,6513,14484,4106,1313,39,1,0.0,26471
651,2015,4,chaco,194,9593,46771,18608,10092,1136,159,0.0,86553
652,2015,4,chubut,625,5774,71881,168,0,0,0,0.0,78448
653,2015,4,córdoba,148,63746,427471,62989,67151,3336,1088,0.0,625929
654,2015,4,corrientes,29,11248,48104,17877,7569,456,150,0.0,85433
655,2015,4,entre ríos,2865,18883,104224,33989,13668,399,163,0.0,174191
656,2015,4,formosa,1791,6081,14279,2704,2713,519,4,0.0,28091
657,2015,4,jujuy,2551,8876,21867,5044,1587,0,0,0.0,39925
658,2015,4,la pampa,592,12951,48798,16,63,49,10,0.0,62479
659,2015,4,la rioja,10,3638,9127,2937,1215,2,3,0.0,16932
660,2015,4,mendoza,241,23,174719,38,41,5,13,0.0,175080
661,2015,4,misiones,959,9169,51029,17281,13690,675,52,0.0,92855
662,2015,4,neuquén,1727,2061,89678,455,7934,9,175,0.0,102039
663,2015,4,río negro,3282,4473,89062,201,4024,5,75,0.0,101122
664,2015,4,salta,1122,11387,65677,17139,6507,99,5,0.0,101936
665,2015,4,san juan,9,386,55761,0,0,0,2,0.0,56158
666,2015,4,san luis,8,4,13473,0,0,1,2,0.0,13488
667,2015,4,santa cruz,188,26,32338,3,0,0,0,0.0,32555
668,2015,4,santa fe,6659,75770,361264,60985,51258,3079,1189,0.0,560204
669,2015,4,santiago del estero,703,7836,23074,5669,1856,0,0,0.0,39138
670,2015,4,tierra del fuego,16,285,32662,0,0,0,0,0.0,32963
671,2015,4,tucumán,107,21800,83887,29942,9507,837,0,0.0,146080
672,2015,3,buenos aires,8361,107351,2266948,262564,200491,2642,7720,0.0,2856078
673,2015,3,capital federal,2448,49340,942525,159618,175594,2028,10022,0.0,1341574
674,2015,3,catamarca,15,6871,14206,4143,812,43,1,0.0,26091
675,2015,3,chaco,240,10353,47131,19016,7498,979,157,0.0,85374
676,2015,3,chubut,641,5886,71668,167,0,0,0,0.0,78362
677,2015,3,córdoba,150,68765,429787,61109,59372,2582,1048,0.0,622813
678,2015,3,corrientes,33,11921,48127,18168,6111,453,146,0.0,84959
679,2015,3,entre ríos,2863,20385,103990,34788,9924,384,153,0.0,172487
680,2015,3,formosa,1862,6521,14354,2791,1842,379,2,0.0,27751
681,2015,3,jujuy,2549,9278,21588,5169,966,0,0,0.0,39550
682,2015,3,la pampa,613,13087,47660,9,55,39,10,0.0,61473
683,2015,3,la rioja,10,3840,9102,2984,832,0,3,0.0,16771
684,2015,3,mendoza,256,25,173430,45,18,5,13,0.0,173792
685,2015,3,misiones,958,9809,51234,17367,11654,559,43,0.0,91624
686,2015,3,neuquén,1733,2124,85044,210,6599,2,155,0.0,95867
687,2015,3,río negro,3372,4457,88691,99,3826,1,62,0.0,100508
688,2015,3,salta,1126,12223,65405,17451,4318,61,5,0.0,100589
689,2015,3,san juan,9,391,54963,0,0,0,2,0.0,55365
690,2015,3,san luis,9,4,13286,0,0,1,2,0.0,13302
691,2015,3,santa cruz,190,25,32266,2,0,0,0,0.0,32483
692,2015,3,santa fe,6767,80817,363177,59531,42021,2320,1133,0.0,555766
693,2015,3,santiago del estero,703,8332,23158,5956,1249,0,0,0.0,39398
694,2015,3,tierra del fuego,15,285,36408,2,0,0,0,0.0,36710
695,2015,3,tucumán,107,23687,83654,29998,6232,623,0,0.0,144301
696,2015,2,buenos aires,8714,137189,2299705,243503,159922,2010,6712,0.0,2857754
697,2015,2,capital federal,2493,51799,990112,148569,142976,1482,9258,0.0,1346690
698,2015,2,catamarca,15,7253,14003,3776,593,37,1,0.0,25678
699,2015,2,chaco,288,11058,47551,17675,6337,788,149,0.0,83846
700,2015,2,chubut,656,6032,55791,168,0,0,0,0.0,62647
701,2015,2,córdoba,156,72695,434717,54993,46415,1956,903,0.0,611835
702,2015,2,corrientes,34,12542,48015,17184,5039,379,126,0.0,83319
703,2015,2,entre ríos,2864,21986,104043,32293,7867,354,136,0.0,169543
704,2015,2,formosa,1881,6907,14247,2436,1324,257,1,0.0,27053
705,2015,2,jujuy,2479,9474,20248,4792,730,0,0,0.0,37723
706,2015,2,la pampa,5737,8182,46235,27,24,25,10,0.0,60240
707,2015,2,la rioja,10,4082,9093,2680,641,0,3,0.0,16509
708,2015,2,mendoza,268,26,170451,42,16,5,13,0.0,170821
709,2015,2,misiones,958,10360,51671,15022,10072,408,33,0.0,88524
710,2015,2,neuquén,1755,2348,82727,214,5168,2,110,0.0,92324
