Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos por cada 100 hogares trimestre anterior + 2%,Diferencia,Porcentaje de diferencia
2015,3,Salta,"31,18","31,07","-0,11","-0,35"
2015,3,San Juan,"27,67","28,19","0,52","1,88"
2015,3,San Luis,"9,71","9,9","0,19","1,96"
2015,3,Santa Cruz,"27,61","27,61","0,0","0,0"
2015,3,Santa Fe,"52,15","52,2","0,05","0,1"
2015,3,Santiago Del Estero,"17,12","17,45","0,33","1,93"
2015,3,Tierra Del Fuego,"74,86","76,0","1,14","1,52"
2015,3,Tucumán,"36,61","36,4","-0,21","-0,57"
2015,2,Buenos Aires,"56,8","57,5","0,7","1,23"
2015,2,Capital Federal,"116,07","117,2","1,13","0,97"
2015,2,Catamarca,"25,45","25,61","0,16","0,63"
2015,2,Chaco,"27,46","27,18","-0,28","-1,02"
2015,2,Chubut,"36,58","38,36","1,78","4,87"
2015,2,Córdoba,"55,87","55,79","-0,08","-0,14"
2015,2,Corrientes,"29,58","29,53","-0,05","-0,17"
2015,2,Entre Ríos,"42,93","42,91","-0,02","-0,05"
2015,2,Formosa,"18,36","18,48","0,12","0,65"
2015,2,Jujuy,"20,29","20,08","-0,21","-1,03"
2015,2,La Pampa,"56,71","56,62","-0,09","-0,16"
2015,2,La Rioja,"16,88","17,03","0,15","0,89"
2015,2,Mendoza,"32,49","33,02","0,53","1,63"
2015,2,Misiones,"27,35","26,84","-0,51","-1,86"
2015,2,Neuquén,"53,12","52,99","-0,13","-0,24"
2015,2,Río Negro,"45,98","46,24","0,26","0,57"
2015,2,Salta,"30,46","30,61","0,15","0,49"
2015,2,San Juan,"27,64","28,1","0,46","1,66"
2015,2,San Luis,"9,71","9,91","0,2","2,06"
2015,2,Santa Cruz,"27,07","28,55","1,48","5,47"
2015,2,Santa Fe,"51,18","51,24","0,06","0,12"
2015,2,Santiago Del Estero,"17,11","17,4","0,29","1,69"
2015,2,Tierra Del Fuego,"74,51","75,71","1,2","1,61"
2015,2,Tucumán,"35,69","35,78","0,09","0,25"
2015,1,Buenos Aires,"56,37","57,21","0,84","1,49"
2015,1,Capital Federal,"114,9","117,2","2,3","2,0"
2015,1,Catamarca,"25,11","26,02","0,91","3,62"
2015,1,Chaco,"26,65","22,31","-4,34","-16,29"
2015,1,Chubut,"37,61","41,06","3,45","9,17"
2015,1,Córdoba,"54,7","55,79","1,09","1,99"
2015,1,Corrientes,"28,95","24,03","-4,92","-16,99"
2015,1,Entre Ríos,"42,07","36,75","-5,32","-12,65"
2015,1,Formosa,"18,12","18,32","0,2","1,1"
2015,1,Jujuy,"19,69","19,99","0,3","1,52"
2015,1,La Pampa,"55,51","52,3","-3,21","-5,78"
2015,1,La Rioja,"16,7","17,35","0,65","3,89"
2015,1,Mendoza,"32,37","33,29","0,92","2,84"
2015,1,Misiones,"26,31","24,64","-1,67","-6,35"
2015,1,Neuquén,"51,95","53,6","1,65","3,18"
2015,1,Río Negro,"45,33","46,39","1,06","2,34"
2015,1,Salta,"30,01","30,12","0,11","0,37"
2015,1,San Juan,"27,55","28,6","1,05","3,81"
2015,1,San Luis,"9,72","9,99","0,27","2,78"
2015,1,Santa Cruz,"27,99","28,36","0,37","1,32"
2015,1,Santa Fe,"50,24","51,0","0,76","1,51"
2015,1,Santiago Del Estero,"17,06","17,62","0,56","3,28"
2015,1,Tierra Del Fuego,"74,23","67,46","-6,77","-9,12"
2015,1,Tucumán,"35,08","36,03","0,95","2,71"
2014,4,Buenos Aires,"56,09","57,88","1,79","3,19"
2014,4,Capital Federal,"114,9","116,08","1,18","1,03"
2014,4,Catamarca,"25,51","25,2","-0,31","-1,22"
2014,4,Chaco,"21,87","21,53","-0,34","-1,55"
2014,4,Chubut,"40,25","41,41","1,16","2,88"
2014,4,Córdoba,"54,7","55,31","0,61","1,12"
2014,4,Corrientes,"23,56","23,25","-0,31","-1,32"
2014,4,Entre Ríos,"36,03","35,68","-0,35","-0,97"
2014,4,Formosa,"17,96","18,13","0,17","0,95"
2014,4,Jujuy,"19,6","18,74","-0,86","-4,39"
2014,4,La Pampa,"51,27","56,9","5,63","10,98"
2014,4,La Rioja,"17,01","16,84","-0,17","-1,0"
2014,4,Mendoza,"32,64","32,96","0,32","0,98"
2014,4,Misiones,"24,16","24,04","-0,12","-0,5"
2014,4,Neuquén,"52,55","57,53","4,98","9,48"
2014,4,Río Negro,"45,48","47,12","1,64","3,61"
2014,4,Salta,"29,53","29,8","0,27","0,91"
2014,4,San Juan,"28,04","28,41","0,37","1,32"
2014,4,San Luis,"9,79","9,9","0,11","1,12"
2014,4,Santa Cruz,"27,8","28,79","0,99","3,56"
2014,4,Santa Fe,"50,0","50,18","0,18","0,36"
2014,4,Santiago Del Estero,"17,27","16,82","-0,45","-2,61"
2014,4,Tierra Del Fuego,"66,14","67,0","0,86","1,3"
2014,4,Tucumán,"35,32","34,62","-0,7","-1,98"
2014,3,Buenos Aires,"56,75","56,16","-0,59","-1,04"
2014,3,Capital Federal,"113,8","115,4","1,6","1,41"
2014,3,Catamarca,"24,71","25,19","0,48","1,94"
2014,3,Chaco,"21,11","21,38","0,27","1,28"
2014,3,Chubut,"40,6","42,24","1,64","4,04"
2014,3,Córdoba,"54,23","54,52","0,29","0,53"
2014,3,Corrientes,"22,79","23,03","0,24","1,05"
2014,3,Entre Ríos,"34,98","35,38","0,4","1,14"
2014,3,Formosa,"17,77","17,89","0,12","0,68"
2014,3,Jujuy,"18,37","19,08","0,71","3,86"
2014,3,La Pampa,"55,78","50,7","-5,08","-9,11"
2014,3,La Rioja,"16,51","16,83","0,32","1,94"
2014,3,Mendoza,"32,31","32,74","0,43","1,33"
2014,3,Misiones,"23,57","23,84","0,27","1,15"
2014,3,Neuquén,"56,4","51,86","-4,54","-8,05"
2014,3,Río Negro,"46,2","46,24","0,04","0,09"
2014,3,Salta,"29,22","29,49","0,27","0,92"
2014,3,San Juan,"27,85","28,34","0,49","1,76"
2014,3,San Luis,"9,71","9,91","0,2","2,06"
2014,3,Santa Cruz,"28,23","29,97","1,74","6,16"
2014,3,Santa Fe,"49,2","49,36","0,16","0,33"
2014,3,Santiago Del Estero,"16,49","17,03","0,54","3,27"
2014,3,Tierra Del Fuego,"65,69","65,65","-0,04","-0,06"
2014,3,Tucumán,"33,94","34,62","0,68","2,0"
2014,2,Buenos Aires,"55,06","55,66","0,6","1,09"
2014,2,Capital Federal,"113,14","114,5","1,36","1,2"
2014,2,Catamarca,"24,7","24,74","0,04","0,16"
2014,2,Chaco,"20,96","21,13","0,17","0,81"
2014,2,Chubut,"41,41","42,06","0,65","1,57"
2014,2,Córdoba,"53,45","53,57","0,12","0,22"
2014,2,Corrientes,"22,58","22,77","0,19","0,84"
2014,2,Entre Ríos,"34,69","35,06","0,37","1,07"
2014,2,Formosa,"17,54","17,77","0,23","1,31"
2014,2,Jujuy,"18,71","18,79","0,08","0,43"
2014,2,La Pampa,"49,71","49,4","-0,31","-0,62"
2014,2,La Rioja,"16,5","16,62","0,12","0,73"
2014,2,Mendoza,"32,1","32,55","0,45","1,4"
2014,2,Misiones,"23,37","23,6","0,23","0,98"
2014,2,Neuquén,"50,84","50,79","-0,05","-0,1"
2014,2,Río Negro,"45,33","45,81","0,48","1,06"
2014,2,Salta,"28,91","29,27","0,36","1,25"
2014,2,San Juan,"27,78","28,15","0,37","1,33"
2014,2,San Luis,"9,72","9,54","-0,18","-1,85"
2014,2,Santa Cruz,"29,38","29,52","0,14","0,48"
2014,2,Santa Fe,"48,39","48,81","0,42","0,87"
2014,2,Santiago Del Estero,"16,7","16,64","-0,06","-0,36"
2014,2,Tierra Del Fuego,"64,36","65,25","0,89","1,38"
2014,2,Tucumán,"33,94","34,09","0,15","0,44"
2014,1,Buenos Aires,"54,57","54,57","0,0","0,0"
2014,1,Capital Federal,"112,25","112,25","0,0","0,0"
2014,1,Catamarca,"24,25","24,25","0,0","0,0"
2014,1,Chaco,"20,72","20,72","0,0","0,0"
2014,1,Chubut,"41,24","41,24","0,0","0,0"
2014,1,Córdoba,"52,52","52,52","0,0","0,0"
2014,1,Corrientes,"22,32","22,32","0,0","0,0"
2014,1,Entre Ríos,"34,37","34,37","0,0","0,0"
2014,1,Formosa,"17,42","17,42","0,0","0,0"
2014,1,Jujuy,"18,42","18,42","0,0","0,0"
2014,1,La Pampa,"48,43","48,43","0,0","0,0"
2014,1,La Rioja,"16,29","16,29","0,0","0,0"
2014,1,Mendoza,"31,91","31,91","0,0","0,0"
2014,1,Misiones,"23,14","23,14","0,0","0,0"
2014,1,Neuquén,"49,79","49,79","0,0","0,0"
2014,1,Río Negro,"44,91","44,91","0,0","0,0"
2014,1,Salta,"28,7","28,7","0,0","0,0"
2014,1,San Juan,"27,6","27,6","0,0","0,0"
2014,1,San Luis,"9,35","9,35","0,0","0,0"
2014,1,Santa Cruz,"28,94","28,94","0,0","0,0"
2014,1,Santa Fe,"47,85","47,85","0,0","0,0"
2014,1,Santiago Del Estero,"16,31","16,31","0,0","0,0"
2014,1,Tierra Del Fuego,"63,97","63,97","0,0","0,0"
2014,1,Tucumán,"33,42","33,42","0,0","0,0"
