,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
291,BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,- 0,289,- 0,460,- 0,- 0,- 0,- 0,749
292,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010,- 0,12,- 0,- 0,- 0,- 0,- 0,- 0,12
293,BUENOS AIRES,General Viamonte,Baigorrita,6385010,562,- 0,- 0,- 0,- 0,- 0,- 0,61,623
294,BUENOS AIRES,General Viamonte,Los Toldos,6385030,262,- 0,1,4.159,- 0,- 0,- 0,57,4.479
295,BUENOS AIRES,General Viamonte,Zavalía,6385050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27
296,BUENOS AIRES,General Villegas,Banderaló,6392010,- 0,- 0,- 0,- 0,250,1,- 0,- 0,251
297,BUENOS AIRES,General Villegas,Cañada Seca,6392020,- 0,- 0,- 0,- 0,200,- 0,- 0,- 0,200
298,BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,- 0,- 0,60,- 0,1,- 0,- 0,378
299,BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
300,BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,340,24,- 0,3.388,- 0,1,- 0,46,3.799
301,BUENOS AIRES,General Villegas,Piedritas,6392080,368,- 0,- 0,189,- 0,1,- 0,58,616
302,BUENOS AIRES,General Villegas,Santa Regina,6392100,- 0,75,- 0,- 0,- 0,- 0,- 0,- 0,75
303,BUENOS AIRES,General Villegas,Pichincha,6392070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
304,BUENOS AIRES,Guaminí,Casbas,6399020,- 0,- 0,1,- 0,- 0,- 0,- 0,125,126
305,BUENOS AIRES,Guaminí,Guaminí,6399040,- 0,- 0,- 0,75,- 0,- 0,- 0,345,420
306,BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050,198,- 0,- 0,- 0,- 0,- 0,- 0,247,445
307,BUENOS AIRES,Guaminí,Arroyo Venado,6399010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44
308,BUENOS AIRES,Guaminí,Garré,6399030,- 0,- 0,- 0,288,- 0,- 0,- 0,- 0,288
309,BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,113,- 0,1,- 0,- 0,- 0,- 0,810,924
310,BUENOS AIRES,Hurlingham,Hurlingham,6408010,548,15.221,57,16.573,65,- 0,- 0,296,32.760
311,BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,122,7.225,27,13.068,1,- 0,- 0,72,20.515
312,BUENOS AIRES,Hurlingham,William C. Morris,6408010,- 0,11,- 0,16,- 0,- 0,- 0,351,378
313,BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,419,26.821,122,22.279,122,3,- 0,199,49.965
314,BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30
315,BUENOS AIRES,Ituzaingó,OTROS,Sin Datos,2,- 0,- 0,2,- 0,- 0,- 0,- 0,4
316,BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,21,8.796,9,3.253,- 0,- 0,- 0,338,12.417
317,BUENOS AIRES,José C. Paz,Del Viso,6412010,- 0,217,- 0,- 0,- 0,- 0,- 0,- 0,217
318,BUENOS AIRES,José C. Paz,José C Paz,6412010,2.429,28.431,84,12.224,482,2,- 0,108,43.760
319,BUENOS AIRES,José C. Paz,Tortuguitas,6412010,- 0,1.388,- 0,- 0,- 0,- 0,- 0,- 0,1.388
320,BUENOS AIRES,Junín,Agustín Roca,6413010,- 0,- 0,- 0,89,- 0,- 0,- 0,215,304
321,BUENOS AIRES,Junín,Agustina,6413020,- 0,- 0,- 0,8,- 0,- 0,- 0,- 0,8
322,BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8
323,BUENOS AIRES,Junín,Fortín Tiburcio,6413040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,69,69
324,BUENOS AIRES,Junín,Junín,6413050,3.361,18.285,87,3.058,89,1,- 0,8.310,33.191
325,BUENOS AIRES,Junín,Laplacette,6413060,- 0,- 0,- 0,1,- 0,- 0,16,- 0,17
326,BUENOS AIRES,Junín,Morse,6413070,- 0,61,- 0,254,- 0,- 0,- 0,110,425
327,BUENOS AIRES,Junín,Saforcada,6413080,- 0,- 0,- 0,- 0,1,- 0,- 0,75,76
328,BUENOS AIRES,La Costa,Las Toninas,6420010,444,1.076,2,61,401,- 0,- 0,26,2.010
329,BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1.749,4.326,33,8.970,891,- 0,- 0,1,15.970
330,BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1.684,3.140,5,358,- 0,- 0,- 0,40,5.227
331,BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,3.600,7.654,16,191,18,- 0,- 0,201,11.680
332,BUENOS AIRES,La Costa,Aguas Verdes,6420030,29,- 0,- 0,137,- 0,- 0,- 0,1,167
333,BUENOS AIRES,La Costa,Lucila Del Mar,6420030,153,943,- 0,1.452,173,- 0,- 0,1,2.722
334,BUENOS AIRES,La Matanza,20 De Junio,6427010,26,682,4,- 0,- 0,- 0,- 0,1,713
335,BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,3,3.154,- 0,- 0,1,- 0,- 0,1,3.159
336,BUENOS AIRES,La Matanza,Ciudad Evita,6427010,351,10.138,27,3.175,31,- 0,- 0,99,13.821
337,BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,119,31.528,27,15.835,33,7,- 0,1.502,49.051
338,BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,88,26.889,15,19.628,29,- 0,- 0,1.451,48.100
339,BUENOS AIRES,La Matanza,Isidro Casanova,6427010,191,21.818,34,26.985,61,- 0,- 0,253,49.342
340,BUENOS AIRES,La Matanza,La Tablada,6427010,365,15.630,2,10,7,- 0,- 0,933,16.947
341,BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,637,12.926,11,4,13,- 0,- 0,65,13.656
342,BUENOS AIRES,La Matanza,Rafael Castillo,6427010,34,14.297,10,9.215,7,- 0,- 0,274,23.837
343,BUENOS AIRES,La Matanza,Ramos Mejía,6427010,818,37.021,80,7.809,95,2,- 0,19,45.844
344,BUENOS AIRES,La Matanza,San Justo,6427010,668,24.933,101,13.387,111,1,- 0,857,40.058
345,BUENOS AIRES,La Matanza,Tapiales,6427010,696,3.719,27,7.683,14,1,- 0,1,12.141
346,BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,194,16.709,50,11.900,76,- 0,- 0,168,29.097
347,BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,170,17.378,1,30,1,- 0,- 0,114,17.694
348,BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,4.526,19.962,- 0,1.128,- 0,- 0,- 0,367,25.983
349,BUENOS AIRES,La Plata,Abasto,6441030,376,608,- 0,3.174,- 0,- 0,- 0,5,4.163
350,BUENOS AIRES,La Plata,Angel Etcheverry,6441030,- 0,700,- 0,- 0,- 0,- 0,- 0,5,705
351,BUENOS AIRES,La Plata,Arturo Segui,6441030,- 0,183,- 0,- 0,- 0,- 0,- 0,- 0,183
352,BUENOS AIRES,La Plata,Barrio El Peligro,6441030,466,- 0,- 0,- 0,- 0,- 0,- 0,- 0,466
353,BUENOS AIRES,La Plata,City Bell,6441030,- 0,12.230,- 0,185,- 0,- 0,- 0,145,12.560
354,BUENOS AIRES,La Plata,colonia la plata,6441030,63,- 0,- 0,- 0,- 0,- 0,- 0,- 0,63
355,BUENOS AIRES,La Plata,Ignacio Correas,6441020,- 0,- 0,- 0,- 0,2,- 0,- 0,46,48
356,BUENOS AIRES,La Plata,Joaquin Gorina,6441030,- 0,876,- 0,125,- 0,- 0,- 0,- 0,1.001
357,BUENOS AIRES,La Plata,Jose Hernandez,6441030,- 0,31,- 0,- 0,- 0,- 0,- 0,- 0,31
358,BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,- 0,934,- 0,- 0,- 0,- 0,- 0,- 0,934
359,BUENOS AIRES,La Plata,La Cumbre,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145
360,BUENOS AIRES,La Plata,La Plata,6441030,11.819,131.591,537,39.467,805,9,- 0,3.239,187.467
361,BUENOS AIRES,La Plata,Lisandro Olmos,6441030,- 0,2.592,- 0,- 0,- 0,- 0,- 0,- 0,2.592
362,BUENOS AIRES,La Plata,Los Hornos,6441030,- 0,3.567,- 0,254,- 0,- 0,- 0,145,3.966
363,BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,- 0,12.238,- 0,170,- 0,- 0,- 0,- 0,12.408
364,BUENOS AIRES,La Plata,OTROS,Sin Datos,- 0,22,- 0,9,- 0,- 0,- 0,- 0,31
365,BUENOS AIRES,La Plata,Ringuelet,6441030,- 0,4.085,- 0,89,- 0,- 0,- 0,- 0,4.174
366,BUENOS AIRES,La Plata,Tolosa,6441030,- 0,13.308,- 0,264,- 0,- 0,- 0,- 0,13.572
367,BUENOS AIRES,La Plata,Villa Elisa,6441030,- 0,6.262,- 0,150,- 0,- 0,- 0,145,6.557
368,BUENOS AIRES,La Plata,Villa Elvira,6441030,- 0,4.556,- 0,153,- 0,- 0,- 0,1.068,5.777
369,BUENOS AIRES,La Plata,ruta del sol,6441030,292,- 0,- 0,- 0,- 0,- 0,- 0,- 0,292
370,BUENOS AIRES,La Plata,El Retiro,6441030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
371,BUENOS AIRES,La Plata,Transradio,6441030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
372,BUENOS AIRES,La Plata,Arana,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,129,129
373,BUENOS AIRES,La Plata,Villa Garibaldi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,904,904
374,BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.094,1.094
375,BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145
376,BUENOS AIRES,La Plata,Barrio Gambier,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145
377,BUENOS AIRES,La Plata,Villa Montoro,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145
378,BUENOS AIRES,Lanús,Gerli,6434010,42,6.313,14,5.985,3,- 0,- 0,- 0,12.357
379,BUENOS AIRES,Lanús,Lanús Este,6434010,551,27.058,83,26.487,82,1,- 0,115,54.377
380,BUENOS AIRES,Lanús,Lanús Oeste,6434010,- 0,12.264,1,14.118,- 0,- 0,- 0,364,26.747
381,BUENOS AIRES,Lanús,Monte Chingolo,6434010,73,10.751,47,16.020,71,- 0,- 0,- 0,26.962
382,BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,65,14.315,19,5.137,19,- 0,- 0,344,19.899
383,BUENOS AIRES,Lanús,Valentín Alsina,6434010,192,7.292,79,12.001,91,- 0,- 0,3,19.658
384,BUENOS AIRES,Laprida,Laprida,6448010,- 0,22,- 0,2.741,- 0,- 0,- 0,- 0,2.763
385,BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8
386,BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,117,117
387,BUENOS AIRES,Las Flores,Las Flores,6455030,2.063,- 0,- 0,2.286,- 0,- 0,- 0,809,5.158
388,BUENOS AIRES,Las Flores,Coronel Boerr,6455010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3
389,BUENOS AIRES,Las Flores,El Trigo,6455020,- 0,- 0,- 0,1,- 0,- 0,- 0,3,4
390,BUENOS AIRES,Las Flores,Pardo,6455040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4
391,BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,2,- 0,- 0,- 0,2,- 0,- 0,2,6
392,BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,- 0,- 0,- 0,11,- 0,1,- 0,136,148
393,BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39
394,BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,252,457,- 0,396,- 0,- 0,- 0,8,1.113
395,BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,- 0,201,- 0,- 0,- 0,- 0,- 0,55,256
396,BUENOS AIRES,Leandro N. Alem,Vedia,6462060,941,- 0,- 0,533,45,1,- 0,1.201,2.721
397,BUENOS AIRES,Lincoln,Bayauca,6469020,- 0,- 0,- 0,- 0,1,- 0,- 0,25,26
398,BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,249,- 0,- 0,- 0,- 0,- 0,- 0,- 0,249
399,BUENOS AIRES,Lincoln,El Triunfo,6469060,- 0,- 0,1,10,- 0,- 0,- 0,- 0,11
400,BUENOS AIRES,Lincoln,Las Toscas,6469070,330,- 0,- 0,- 0,- 0,- 0,- 0,- 0,330
401,BUENOS AIRES,Lincoln,Lincoln,6469080,813,8.631,39,11,1,- 0,- 0,- 0,9.495
402,BUENOS AIRES,Lincoln,Pasteur,6469090,- 0,- 0,- 0,- 0,- 0,2,- 0,468,470
403,BUENOS AIRES,Lincoln,Roberts,6469100,- 0,- 0,1,699,- 0,- 0,- 0,- 0,700
404,BUENOS AIRES,Lincoln,Arenaza,6469010,- 0,- 0,- 0,293,- 0,- 0,- 0,- 0,293
405,BUENOS AIRES,Lincoln,Carlos Salas,6469040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,123,123
406,BUENOS AIRES,Lobería,Lobería,6476030,753,- 0,7,902,15,- 0,- 0,716,2.393
407,BUENOS AIRES,Lobería,San Manuel,6476050,31,- 0,- 0,270,- 0,1,- 0,144,446
408,BUENOS AIRES,Lobería,Arenas Verdes,6476010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11
409,BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
410,BUENOS AIRES,Lobería,Pieres,6476040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7
411,BUENOS AIRES,Lobería,Tamangueyú,6476060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28
412,BUENOS AIRES,Lobos,Antonio Carboni,6483010,4,- 0,1,175,156,- 0,- 0,- 0,336
413,BUENOS AIRES,Lobos,Elvira,6483020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,92,92
414,BUENOS AIRES,Lobos,Lobos,6483040,730,787,10,6.135,- 0,- 0,- 0,- 0,7.662
415,BUENOS AIRES,Lobos,Salvador María,6483050,87,- 0,- 0,446,- 0,- 0,- 0,214,747
416,BUENOS AIRES,Lomas De Zamora,Banfield,6490010,302,56.858,80,9.731,180,1,- 0,- 0,67.152
417,BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,136,7.113,34,7.044,36,- 0,- 0,1,14.364
418,BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,550,35.053,112,11.600,300,2,- 0,2.332,49.949
419,BUENOS AIRES,Lomas De Zamora,Temperley,6490010,39,25.314,19,9.104,50,2,- 0,- 0,34.528
420,BUENOS AIRES,Lomas De Zamora,Turdera,6490010,38,2.386,21,6.294,1,- 0,- 0,- 0,8.740
421,BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,- 0,43,- 0,174,- 0,- 0,- 0,300,517
422,BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,- 0,165,- 0,228,- 0,- 0,- 0,666,1.059
423,BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,24,- 0,- 0,102,- 0,- 0,- 0,25,151
424,BUENOS AIRES,Luján,Carlos Keen,6497020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20
425,BUENOS AIRES,Luján,Cortines,6497060,83,- 0,- 0,357,- 0,- 0,- 0,41,481
426,BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,487,1.001,- 0,2.094,- 0,- 0,- 0,20,3.602
427,BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38
428,BUENOS AIRES,Luján,Luján,6497060,2.440,12.829,37,8.674,37,1,- 0,2.755,26.773
429,BUENOS AIRES,Luján,Olivera,6497070,- 0,- 0,- 0,5,- 0,- 0,- 0,42,47
430,BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,306,- 0,4,- 0,- 0,- 0,- 0,49,359
431,BUENOS AIRES,Luján,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42
432,BUENOS AIRES,Luján,Torres,6497090,148,- 0,- 0,- 0,- 0,- 0,- 0,21,169
433,BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,- 0,544,- 0,409,- 0,- 0,- 0,- 0,953
434,BUENOS AIRES,Magdalena,Magdalena,6505040,708,2.980,1,- 0,- 0,- 0,437,3,4.129
435,BUENOS AIRES,Magdalena,Vieytes,6505060,- 0,- 0,- 0,28,- 0,- 0,- 0,84,112
436,BUENOS AIRES,Magdalena,Atalaya,6505010,- 0,- 0,- 0,353,- 0,- 0,- 0,- 0,353
437,BUENOS AIRES,Magdalena,Los Naranjos,6505030,- 0,- 0,- 0,46,- 0,- 0,- 0,- 0,46
438,BUENOS AIRES,Magdalena,Roberto J. Payró,6505050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32
439,BUENOS AIRES,Maipú,Las Armas,6511010,99,- 0,- 0,- 0,- 0,- 0,- 0,54,153
440,BUENOS AIRES,Maipú,Maipú,6511020,644,- 0,7,1,1.100,- 0,- 0,20,1.772
441,BUENOS AIRES,Maipú,Santo Domingo,6511030,- 0,- 0,- 0,- 0,- 0,1,- 0,7,8
442,BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,101,- 0,- 0,110,- 0,- 0,- 0,- 0,211
443,BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,3.582,6.382,- 0,5.342,1,- 0,- 0,- 0,15.307
444,BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,583,3.068,- 0,1,1,- 0,- 0,110,3.763
445,BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,1.069,2.992,3,847,3,- 0,- 0,1,4.915
446,BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,269,6.450,23,6.166,5,1,- 0,1,12.915
447,BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,- 0,76,- 0,1,- 0,- 0,- 0,14,91
448,BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1.620,3.116,1,46,4.170,- 0,- 0,- 0,8.953
449,BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,28,3.457,3,2.568,5,- 0,- 0,22,6.083
450,BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,3,1.508,- 0,242,- 0,- 0,- 0,165,1.918
451,BUENOS AIRES,Mar Chiquita,General Pirán,6518020,- 0,- 0,1,712,- 0,- 0,- 0,75,788
452,BUENOS AIRES,Mar Chiquita,La Armonía,6518030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,106,106
453,BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,182,- 0,1,1.142,- 0,- 0,- 0,- 0,1.325
454,BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,6518060,2.128,- 0,- 0,312,- 0,- 0,- 0,800,3.240
455,BUENOS AIRES,Mar Chiquita,Playa Dorada,6518020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,98,98
456,BUENOS AIRES,Mar Chiquita,La Caleta,6518020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,132,132
457,BUENOS AIRES,Mar Chiquita,Vivoratá,6518070,- 0,- 0,- 0,205,- 0,- 0,- 0,76,281
458,BUENOS AIRES,Marcos Paz,Marcos Paz,6525020,2.567,671,11,123,6.084,1,- 0,15,9.472
459,BUENOS AIRES,Mercedes,Mercedes,6532020,1.214,6.309,59,2.760,59,3,- 0,1.588,11.992
460,BUENOS AIRES,Mercedes,Gowland,6532010,- 0,- 0,- 0,5,- 0,- 0,- 0,101,106
461,BUENOS AIRES,Mercedes,Jorge Born,6532030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5
462,BUENOS AIRES,Merlo,Libertad,6539010,98,12.409,12,14.507,11,1,- 0,1.756,28.794
463,BUENOS AIRES,Merlo,Mariano Acosta,6539010,4.444,6.874,- 0,5.279,- 0,- 0,- 0,8,16.605
464,BUENOS AIRES,Merlo,Merlo,6539010,426,38.112,69,23.280,121,- 0,- 0,1.055,63.063
465,BUENOS AIRES,Merlo,OTROS,Sin Datos,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
466,BUENOS AIRES,Merlo,Pontevedra,6539010,678,3.772,2,2,- 0,- 0,- 0,1.802,6.256
467,BUENOS AIRES,Merlo,San Antonio De Padua,6539010,15,6.554,3,6.059,4,- 0,- 0,460,13.095
468,BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),6547020,487,1.919,3,3.775,- 0,- 0,- 0,344,6.528
469,BUENOS AIRES,Monte,Abbott,6547010,- 0,- 0,- 0,302,- 0,1,- 0,18,321
470,BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,6553010,31,- 0,- 0,489,- 0,- 0,- 0,- 0,520
471,BUENOS AIRES,Monte Hermoso,Monte Hermoso,6553020,369,- 0,- 0,4.971,- 0,- 0,- 0,- 0,5.340
472,BUENOS AIRES,Moreno,Cuartel V,6560010,- 0,31,4,631,- 0,- 0,- 0,145,811
473,BUENOS AIRES,Moreno,Francisco Alvarez,6560010,978,4.440,10,1.146,98,- 0,- 0,199,6.871
474,BUENOS AIRES,Moreno,La Reja,6560010,61,5.062,8,2.103,493,1,- 0,190,7.918
475,BUENOS AIRES,Moreno,Moreno,6560010,440,49.098,88,18.343,268,3,- 0,719,68.959
476,BUENOS AIRES,Moreno,Paso Del Rey,6560010,- 0,6.523,- 0,1.763,- 0,3,- 0,100,8.389
477,BUENOS AIRES,Moreno,Trujui,6560010,240,3.364,14,12.338,2,- 0,- 0,130,16.088
478,BUENOS AIRES,Morón,Castelar,6568010,6,18.765,- 0,11.020,12,- 0,- 0,100,29.903
479,BUENOS AIRES,Morón,El Palomar,6568010,205,9.214,4,4.372,9,1,- 0,19,13.824
480,BUENOS AIRES,Morón,Haedo,6568010,277,9.887,102,13.355,107,- 0,- 0,33,23.761
481,BUENOS AIRES,Morón,Moron,6568010,844,20.837,71,24.863,88,3,- 0,14,46.720
482,BUENOS AIRES,Morón,Villa Sarmiento,6568010,15,4.810,19,4.859,- 0,1,- 0,91,9.795
483,BUENOS AIRES,Navarro,Las Marianas,6574020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,207,207
484,BUENOS AIRES,Navarro,Navarro,6574030,392,1.728,3,1.530,- 0,1,- 0,252,3.906
485,BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,- 0,- 0,- 0,6,- 0,- 0,- 0,168,174
486,BUENOS AIRES,Navarro,José Juan Almeyra,6574010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,99,99
487,BUENOS AIRES,Necochea,Claraz,6581010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,105,105
488,BUENOS AIRES,Necochea,Juan N. Fernández,6581030,525,- 0,- 0,- 0,- 0,2,- 0,113,640
489,BUENOS AIRES,Necochea,Necochea - Quequén,6581040,3.257,4.293,155,14.085,156,1,- 0,2.182,24.129
490,BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,1,- 0,2,- 0,- 0,- 0,- 0,713,716
491,BUENOS AIRES,Necochea,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16
492,BUENOS AIRES,Necochea,Costa Bonita,6581040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,14,14
493,BUENOS AIRES,Necochea,Energía,6581025,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13
494,BUENOS AIRES,Olavarría,Hinojo,6595060,13,- 0,- 0,- 0,- 0,1,- 0,- 0,14
495,BUENOS AIRES,Olavarría,Olavarría,6595070,3.654,18.385,6,2.080,65,5,- 0,- 0,24.195
496,BUENOS AIRES,Olavarría,Sierra Chica,6595100,- 0,505,- 0,- 0,- 0,- 0,- 0,- 0,505
497,BUENOS AIRES,Olavarría,Sierras Bayas,6595110,272,- 0,1,- 0,- 0,- 0,- 0,- 0,273
498,BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,194,- 0,- 0,- 0,- 0,- 0,- 0,- 0,194
499,BUENOS AIRES,Olavarría,Colonia Hinojo,6595070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
