Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
BUENOS AIRES,Lincoln,Pasteur,6469090,No,No,No,No,No,2,No,468,470
BUENOS AIRES,Lincoln,Roberts,6469100,No,No,1,699,No,No,No,No,700
BUENOS AIRES,Lincoln,Arenaza,6469010,No,No,No,293,No,No,No,No,293
BUENOS AIRES,Lincoln,Carlos Salas,6469040,No,No,No,No,No,No,No,123,123
BUENOS AIRES,Lobería,Lobería,6476030,753,No,7,902,15,No,No,716,2.393
BUENOS AIRES,Lobería,San Manuel,6476050,31,No,No,270,No,1,No,144,446
BUENOS AIRES,Lobería,Arenas Verdes,6476010,No,No,No,No,No,No,No,11,11
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,No,No,No,No,No,No,No,1,1
BUENOS AIRES,Lobería,Pieres,6476040,No,No,No,No,No,No,No,7,7
BUENOS AIRES,Lobería,Tamangueyú,6476060,No,No,No,No,No,No,No,28,28
BUENOS AIRES,Lobos,Antonio Carboni,6483010,4,No,1,175,156,No,No,No,336
BUENOS AIRES,Lobos,Elvira,6483020,No,No,No,No,No,No,No,92,92
BUENOS AIRES,Lobos,Lobos,6483040,730,787,10,6.135,No,No,No,No,7.662
BUENOS AIRES,Lobos,Salvador María,6483050,87,No,No,446,No,No,No,214,747
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,302,56.858,80,9.731,180,1,No,No,67.152
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,136,7.113,34,7.044,36,No,No,1,14.364
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,550,35.053,112,11.600,300,2,No,2.332,49.949
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,39,25.314,19,9.104,50,2,No,No,34.528
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,38,2.386,21,6.294,1,No,No,No,8.740
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,No,43,No,174,No,No,No,300,517
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,No,165,No,228,No,No,No,666,1.059
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,24,No,No,102,No,No,No,25,151
BUENOS AIRES,Luján,Carlos Keen,6497020,No,No,No,No,No,No,No,20,20
BUENOS AIRES,Luján,Cortines,6497060,83,No,No,357,No,No,No,41,481
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,487,1.001,No,2.094,No,No,No,20,3.602
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,No,No,No,No,No,No,No,38,38
BUENOS AIRES,Luján,Luján,6497060,2.440,12.829,37,8.674,37,1,No,2.755,26.773
BUENOS AIRES,Luján,Olivera,6497070,No,No,No,5,No,No,No,42,47
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,306,No,4,No,No,No,No,49,359
BUENOS AIRES,Luján,OTROS,Sin Datos,No,No,No,No,No,No,No,42,42
BUENOS AIRES,Luján,Torres,6497090,148,No,No,No,No,No,No,21,169
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,No,544,No,409,No,No,No,No,953
BUENOS AIRES,Magdalena,Magdalena,6505040,708,2.980,1,No,No,No,437,3,4.129
BUENOS AIRES,Magdalena,Vieytes,6505060,No,No,No,28,No,No,No,84,112
BUENOS AIRES,Magdalena,Atalaya,6505010,No,No,No,353,No,No,No,No,353
BUENOS AIRES,Magdalena,Los Naranjos,6505030,No,No,No,46,No,No,No,No,46
BUENOS AIRES,Magdalena,Roberto J. Payró,6505050,No,No,No,No,No,No,No,32,32
BUENOS AIRES,Maipú,Las Armas,6511010,99,No,No,No,No,No,No,54,153
BUENOS AIRES,Maipú,Maipú,6511020,644,No,7,1,1.100,No,No,20,1.772
BUENOS AIRES,Maipú,Santo Domingo,6511030,No,No,No,No,No,1,No,7,8
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,101,No,No,110,No,No,No,No,211
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,3.582,6.382,No,5.342,1,No,No,No,15.307
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,583,3.068,No,1,1,No,No,110,3.763
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,1.069,2.992,3,847,3,No,No,1,4.915
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,269,6.450,23,6.166,5,1,No,1,12.915
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,No,76,No,1,No,No,No,14,91
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1.620,3.116,1,46,4.170,No,No,No,8.953
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,28,3.457,3,2.568,5,No,No,22,6.083
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,3,1.508,No,242,No,No,No,165,1.918
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,No,No,1,712,No,No,No,75,788
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,No,No,No,No,No,No,No,106,106
BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,182,No,1,1.142,No,No,No,No,1.325
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,6518060,2.128,No,No,312,No,No,No,800,3.240
BUENOS AIRES,Mar Chiquita,Playa Dorada,6518020,No,No,No,No,No,No,No,98,98
BUENOS AIRES,Mar Chiquita,La Caleta,6518020,No,No,No,No,No,No,No,132,132
BUENOS AIRES,Mar Chiquita,Vivoratá,6518070,No,No,No,205,No,No,No,76,281
BUENOS AIRES,Marcos Paz,Marcos Paz,6525020,2.567,671,11,123,6.084,1,No,15,9.472
BUENOS AIRES,Mercedes,Mercedes,6532020,1.214,6.309,59,2.760,59,3,No,1.588,11.992
BUENOS AIRES,Mercedes,Gowland,6532010,No,No,No,5,No,No,No,101,106
BUENOS AIRES,Mercedes,Jorge Born,6532030,No,No,No,No,No,No,No,5,5
BUENOS AIRES,Merlo,Libertad,6539010,98,12.409,12,14.507,11,1,No,1.756,28.794
BUENOS AIRES,Merlo,Mariano Acosta,6539010,4.444,6.874,No,5.279,No,No,No,8,16.605
BUENOS AIRES,Merlo,Merlo,6539010,426,38.112,69,23.280,121,No,No,1.055,63.063
BUENOS AIRES,Merlo,OTROS,Sin Datos,No,No,No,1,No,No,No,No,1
BUENOS AIRES,Merlo,Pontevedra,6539010,678,3.772,2,2,No,No,No,1.802,6.256
BUENOS AIRES,Merlo,San Antonio De Padua,6539010,15,6.554,3,6.059,4,No,No,460,13.095
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),6547020,487,1.919,3,3.775,No,No,No,344,6.528
BUENOS AIRES,Monte,Abbott,6547010,No,No,No,302,No,1,No,18,321
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,6553010,31,No,No,489,No,No,No,No,520
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6553020,369,No,No,4.971,No,No,No,No,5.340
BUENOS AIRES,Moreno,Cuartel V,6560010,No,31,4,631,No,No,No,145,811
BUENOS AIRES,Moreno,Francisco Alvarez,6560010,978,4.440,10,1.146,98,No,No,199,6.871
BUENOS AIRES,Moreno,La Reja,6560010,61,5.062,8,2.103,493,1,No,190,7.918
BUENOS AIRES,Moreno,Moreno,6560010,440,49.098,88,18.343,268,3,No,719,68.959
BUENOS AIRES,Moreno,Paso Del Rey,6560010,No,6.523,No,1.763,No,3,No,100,8.389
BUENOS AIRES,Moreno,Trujui,6560010,240,3.364,14,12.338,2,No,No,130,16.088
BUENOS AIRES,Morón,Castelar,6568010,6,18.765,No,11.020,12,No,No,100,29.903
BUENOS AIRES,Morón,El Palomar,6568010,205,9.214,4,4.372,9,1,No,19,13.824
BUENOS AIRES,Morón,Haedo,6568010,277,9.887,102,13.355,107,No,No,33,23.761
BUENOS AIRES,Morón,Moron,6568010,844,20.837,71,24.863,88,3,No,14,46.720
BUENOS AIRES,Morón,Villa Sarmiento,6568010,15,4.810,19,4.859,No,1,No,91,9.795
BUENOS AIRES,Navarro,Las Marianas,6574020,No,No,No,No,No,No,No,207,207
BUENOS AIRES,Navarro,Navarro,6574030,392,1.728,3,1.530,No,1,No,252,3.906
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,No,No,No,6,No,No,No,168,174
BUENOS AIRES,Navarro,José Juan Almeyra,6574010,No,No,No,No,No,No,No,99,99
BUENOS AIRES,Necochea,Claraz,6581010,No,No,No,No,No,No,No,105,105
BUENOS AIRES,Necochea,Juan N. Fernández,6581030,525,No,No,No,No,2,No,113,640
BUENOS AIRES,Necochea,Necochea - Quequén,6581040,3.257,4.293,155,14.085,156,1,No,2.182,24.129
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,1,No,2,No,No,No,No,713,716
BUENOS AIRES,Necochea,OTROS,Sin Datos,No,No,No,No,No,No,No,16,16
BUENOS AIRES,Necochea,Costa Bonita,6581040,No,No,No,No,No,No,No,14,14
BUENOS AIRES,Necochea,Energía,6581025,No,No,No,No,No,No,No,13,13
BUENOS AIRES,Olavarría,Hinojo,6595060,13,No,No,No,No,1,No,No,14
BUENOS AIRES,Olavarría,Olavarría,6595070,3.654,18.385,6,2.080,65,5,No,No,24.195
BUENOS AIRES,Olavarría,Sierra Chica,6595100,No,505,No,No,No,No,No,No,505
BUENOS AIRES,Olavarría,Sierras Bayas,6595110,272,No,1,No,No,No,No,No,273
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,194,No,No,No,No,No,No,No,194
BUENOS AIRES,Olavarría,Colonia Hinojo,6595070,No,No,No,No,No,No,No,1,1
BUENOS AIRES,OTROS,OTROS,Sin Datos,7,No,No,No,28.954,No,No,No,28.961
BUENOS AIRES,Patagones,Bahía San Blas,6602010,No,No,1,No,No,No,No,4,5
BUENOS AIRES,Patagones,Carmen de Patagones,6602030,1.112,No,26,4.159,29,1,No,11,5.338
BUENOS AIRES,Patagones,José B. Casas,6602040,No,No,No,No,1,No,No,5,6
BUENOS AIRES,Patagones,Juan A. Pradere,6602050,No,84,No,No,1,No,No,4,89
BUENOS AIRES,Patagones,Stroeder,6602060,No,No,1,452,1,No,No,173,627
BUENOS AIRES,Patagones,Villalonga,6602070,117,No,7,749,No,No,No,245,1.118
BUENOS AIRES,Pehuajó,Chiclana,6609080,No,No,No,No,No,No,No,9,9
BUENOS AIRES,Pehuajó,Francisco Madero,6609030,No,No,1,No,No,No,No,3,4
BUENOS AIRES,Pehuajó,Juan José Paso,6609040,No,No,No,28,No,No,No,385,413
BUENOS AIRES,Pehuajó,Magdala,6609050,No,No,No,No,No,No,No,7,7
BUENOS AIRES,Pehuajó,Mones Cazón,6609060,No,No,No,No,No,No,No,3,3
BUENOS AIRES,Pehuajó,Pehuajó,6609080,4.347,1,68,5,69,No,No,265,4.755
BUENOS AIRES,Pehuajó,San Esteban,6609020,No,No,No,No,No,No,No,3,3
BUENOS AIRES,Pehuajó,Capitán Castro,6609010,No,No,No,No,No,No,No,3,3
BUENOS AIRES,Pehuajó,Inocencio Sosa,6609035,No,No,No,No,No,No,No,3,3
BUENOS AIRES,Pehuajó,Nueva Plata,6609070,No,No,No,No,No,No,No,3,3
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),6609090,No,No,No,No,No,No,No,3,3
BUENOS AIRES,Pellegrini,Pellegrini,6616030,311,797,5,No,No,3,No,32,1.148
BUENOS AIRES,Pergamino,Acevedo,6623010,115,153,No,No,No,No,No,184,452
BUENOS AIRES,Pergamino,Fontezuela,6623020,33,No,No,96,No,No,No,4,133
BUENOS AIRES,Pergamino,Guerrico,6623030,No,61,No,No,No,No,No,54,115
BUENOS AIRES,Pergamino,Juan A. de la Peña,6623040,No,No,No,No,No,No,No,51,51
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,71,No,No,217,No,No,No,5,293
BUENOS AIRES,Pergamino,La Violeta,6623060,No,No,No,No,No,1,No,No,1
BUENOS AIRES,Pergamino,Manuel Ocampo,6623070,No,No,No,448,No,No,No,44,492
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,No,No,No,No,No,1,No,No,1
BUENOS AIRES,Pergamino,Pergamino,6623100,2.564,18.621,82,800,82,2,No,524,22.675
BUENOS AIRES,Pergamino,Pinzón,6623110,No,No,No,No,No,No,No,1,1
BUENOS AIRES,Pergamino,Rancagua,6623120,109,No,No,102,No,1,No,No,212
BUENOS AIRES,Pergamino,Villa San José,6623140,No,No,No,3,No,No,No,No,3
BUENOS AIRES,Pila,Casalins,6630010,No,No,No,No,No,No,No,5,5
BUENOS AIRES,Pila,Pila,6630020,No,No,1,1,No,No,No,48,50
BUENOS AIRES,Pilar,Del Viso,6638040,18.509,3.181,No,17,1,No,No,553,22.261
BUENOS AIRES,Pilar,Fátima,6638040,40,52,No,22,No,No,No,2,116
BUENOS AIRES,Pilar,La Lonja,6638040,3.245,1.406,No,19,No,No,No,467,5.137
BUENOS AIRES,Pilar,Los Cachorros,6638040,No,3.002,No,No,No,No,No,No,3.002
BUENOS AIRES,Pilar,Manzanares,6638040,No,166,No,3,No,No,No,3,172
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,No,No,No,No,No,No,No,54,54
BUENOS AIRES,Pilar,OTROS,Sin Datos,No,1,No,5,No,No,No,268,274
BUENOS AIRES,Pilar,Pilar,6638040,2.977,26.119,35,8.989,663,4,90,629,39.506
BUENOS AIRES,Pilar,Presidente Derqui,6638040,1.565,5.538,No,83,No,No,No,604,7.790
BUENOS AIRES,Pilar,Santa Teresa,6638040,No,No,No,No,No,2,No,No,2
BUENOS AIRES,Pilar,Tortuguitas,6638040,No,No,No,2,No,2,No,3,7
BUENOS AIRES,Pilar,Villa Astolfi,6638040,No,1.387,No,1,No,No,No,9,1.397
BUENOS AIRES,Pilar,Villa Rosa,6638040,613,7.191,3,197,No,No,360,441,8.805
BUENOS AIRES,Pilar,Zelaya,6638040,30,6,No,No,2,No,No,5,43
BUENOS AIRES,Pilar,Manuel Alberti,6638040,No,1.847,No,514,No,No,No,No,2.361
BUENOS AIRES,Pinamar,Pinamar,6644010,12.458,2.578,No,10.867,1.000,3,No,No,26.906
BUENOS AIRES,Pinamar,Carilo,6644010,No,1.510,No,No,No,No,No,No,1.510
BUENOS AIRES,Pinamar,Ostende,6644010,No,246,No,No,No,No,No,No,246
BUENOS AIRES,Pinamar,Valeria del Mar,6644010,No,3,No,No,No,No,No,No,3
BUENOS AIRES,Presidente Perón,Guernica,6648010,77,13.644,8,6.236,8,No,No,113,20.086
BUENOS AIRES,Puán,Bordenave,6651020,No,No,No,54,No,1,No,349,404
BUENOS AIRES,Puán,Darregueira,6651030,238,946,1,1.110,No,No,No,87,2.382
BUENOS AIRES,Puán,Puán,6651080,No,2.001,No,1,No,1,No,75,2.078
BUENOS AIRES,Puán,Villa Iris,6651110,No,No,No,425,24,No,No,356,805
BUENOS AIRES,Puán,San Germán,6651090,No,No,No,No,No,No,No,49,49
BUENOS AIRES,Punta Indio,Pipinas,6655030,No,114,No,No,No,No,No,No,114
